char	index	unicode	strokes	sequence
波	1261	U+6CE2	8	4;4;1;5;3;2;5;4
泼	1262	U+6CFC	8	4;4;1;5;3;5;4;4
泽	1263	U+6CFD	8	4;4;1;5;4;1;1;2
泾	4024	U+6CFE	8	4;4;1;5;4;1;2;1
治	1264	U+6CBB	8	4;4;1;5;4;2;5;1
怔	1265	U+6014	8	4;4;2;1;2;1;2;1
怯	1266	U+602F	8	4;4;2;1;2;1;5;4
怙	4025	U+6019	8	4;4;2;1;2;2;5;1
怵	4026	U+6035	8	4;4;2;1;2;3;4;4
怖	1267	U+6016	8	4;4;2;1;3;2;5;2
怦	4027	U+6026	8	4;4;2;1;4;3;1;2
怛	4028	U+601B	8	4;4;2;2;5;1;1;1
怏	4029	U+600F	8	4;4;2;2;5;1;3;4
性	1268	U+6027	8	4;4;2;3;1;1;2;1
怍	4030	U+600D	8	4;4;2;3;1;2;1;1
怕	1269	U+6015	8	4;4;2;3;2;5;1;1
怜	1270	U+601C	8	4;4;2;3;4;4;5;4
㤘	4031	U+3918	8	4;4;2;3;5;5;1;1
怩	4032	U+6029	8	4;4;2;5;1;3;3;5
怫	4033	U+602B	8	4;4;2;5;1;5;3;2
怊	6725	U+600A	8	4;4;2;5;3;2;5;1
怿	4034	U+603F	8	4;4;2;5;4;1;1;2
怪	1271	U+602A	8	4;4;2;5;4;1;2;1
怡	1272	U+6021	8	4;4;2;5;4;2;5;1
峃	6726	U+5CC3	8	4;4;3;4;5;2;5;2
学	1273	U+5B66	8	4;4;3;4;5;5;2;1
宝	1274	U+5B9D	8	4;4;5;1;1;2;1;4
宗	1275	U+5B97	8	4;4;5;1;1;2;3;4
定	1276	U+5B9A	8	4;4;5;1;2;1;3;4
宕	4035	U+5B95	8	4;4;5;1;3;2;5;1
宠	1277	U+5BA0	8	4;4;5;1;3;5;3;4
宜	1278	U+5B9C	8	4;4;5;2;5;1;1;1
审	1279	U+5BA1	8	4;4;5;2;5;1;1;2
宙	1280	U+5B99	8	4;4;5;2;5;1;2;1
官	1281	U+5B98	8	4;4;5;2;5;1;5;1
空	1282	U+7A7A	8	4;4;5;3;4;1;2;1
帘	1283	U+5E18	8	4;4;5;3;4;2;5;2
穸	6727	U+7A78	8	4;4;5;3;4;3;5;4
穹	4036	U+7A79	8	4;4;5;3;4;5;1;5
宛	1284	U+5B9B	8	4;4;5;3;5;4;5;5
实	1285	U+5B9E	8	4;4;5;4;4;1;3;4
宓	4037	U+5B93	8	4;4;5;4;5;4;3;4
诓	4038	U+8BD3	8	4;5;1;1;1;2;1;5
诔	4039	U+8BD4	8	4;5;1;1;1;2;3;4
试	1286	U+8BD5	8	4;5;1;1;2;1;5;4
郎	1287	U+90CE	8	4;5;1;1;5;4;5;2
诖	4040	U+8BD6	8	4;5;1;2;1;1;2;1
诗	1288	U+8BD7	8	4;5;1;2;1;1;2;4
诘	4041	U+8BD8	8	4;5;1;2;1;2;5;1
戾	4042	U+623E	8	4;5;1;3;1;3;4;4
肩	1289	U+80A9	8	4;5;1;3;2;5;1;1
房	1290	U+623F	8	4;5;1;3;4;1;5;3
诙	4043	U+8BD9	8	4;5;1;3;4;3;3;4
戽	4044	U+623D	8	4;5;1;3;4;4;1;2
诚	1291	U+8BDA	8	4;5;1;3;5;5;3;4
郓	4045	U+90D3	8	4;5;1;5;2;1;5;2
衬	1292	U+886C	8	4;5;2;3;4;1;2;4
衫	1293	U+886B	8	4;5;2;3;4;3;3;3
衩	4046	U+8869	8	4;5;2;3;4;5;4;4
祆	4047	U+7946	8	4;5;2;4;1;1;3;4
祎	4048	U+794E	8	4;5;2;4;1;1;5;2
祉	4049	U+7949	8	4;5;2;4;2;1;2;1
视	1294	U+89C6	8	4;5;2;4;2;5;3;5
祈	1295	U+7948	8	4;5;2;4;3;3;1;2
祇	4050	U+7947	8	4;5;2;4;3;5;1;5
祋	6728	U+794B	8	4;5;2;4;3;5;5;4
祊	6729	U+794A	8	4;5;2;4;4;1;5;3
𫍣	6730	U+2B363	8	4;5;2;5;1;2;5;1
诛	4051	U+8BDB	8	4;5;3;1;1;2;3;4
诜	4052	U+8BDC	8	4;5;3;1;2;1;3;5
话	1296	U+8BDD	8	4;5;3;1;2;2;5;1
诞	1297	U+8BDE	8	4;5;3;2;1;5;5;4
诟	4053	U+8BDF	8	4;5;3;3;1;2;5;1
诠	4054	U+8BE0	8	4;5;3;4;1;1;2;1
诡	1298	U+8BE1	8	4;5;3;5;1;3;5;5
询	1299	U+8BE2	8	4;5;3;5;2;5;1;1
诣	4055	U+8BE3	8	4;5;3;5;2;5;1;1
诤	4056	U+8BE4	8	4;5;3;5;5;1;1;2
该	1300	U+8BE5	8	4;5;4;1;5;3;3;4
详	1301	U+8BE6	8	4;5;4;3;1;1;1;2
诧	4057	U+8BE7	8	4;5;4;4;5;3;1;5
诨	4058	U+8BE8	8	4;5;4;5;1;5;1;2
𬣳	6731	U+2C8F3	8	4;5;5;1;1;5;3;4
诩	4059	U+8BE9	8	4;5;5;4;1;5;4;1
建	1302	U+5EFA	8	5;1;1;1;1;2;5;4
𬩽	6732	U+2CA7D	8	5;1;1;1;2;4;5;2
肃	1303	U+8083	8	5;1;1;2;3;2;3;4
录	1304	U+5F55	8	5;1;1;2;4;1;3;4
隶	1305	U+96B6	8	5;1;1;2;4;1;3;4
帚	1306	U+5E1A	8	5;1;1;4;5;2;5;2
屉	1307	U+5C49	8	5;1;3;1;2;2;1;5
居	1308	U+5C45	8	5;1;3;1;2;2;5;1
届	1309	U+5C4A	8	5;1;3;2;5;1;2;1
刷	1310	U+5237	8	5;1;3;2;5;2;2;2
鸤	6733	U+9E24	8	5;1;3;3;5;4;5;1
屈	1311	U+5C48	8	5;1;3;5;2;2;5;2
弧	1312	U+5F27	8	5;1;5;3;3;5;4;4
弥	1313	U+5F25	8	5;1;5;3;5;2;3;4
弦	1314	U+5F26	8	5;1;5;4;1;5;5;4
弢	6734	U+5F22	8	5;1;5;5;2;2;5;4
弨	6735	U+5F28	8	5;1;5;5;3;2;5;1
承	1315	U+627F	8	5;2;1;1;1;5;3;4
孟	1316	U+5B5F	8	5;2;1;2;5;2;2;1
陋	1317	U+964B	8	5;2;1;2;5;3;4;5
戕	4060	U+6215	8	5;2;1;3;1;5;3;4
陌	1318	U+964C	8	5;2;1;3;2;5;1;1
陑	6736	U+9651	8	5;2;1;3;2;5;2;2
孤	1319	U+5B64	8	5;2;1;3;3;5;4;4
孢	4061	U+5B62	8	5;2;1;3;5;5;1;5
陕	1320	U+9655	8	5;2;1;4;3;1;3;4
亟	4062	U+4E9F	8	5;2;2;5;1;5;4;1
𬮿	6737	U+2CBBF	8	5;2;2;5;2;5;1;5
陎	6738	U+964E	8	5;2;3;1;1;2;3;4
降	1321	U+964D	8	5;2;3;5;4;1;5;2
𬯀	6739	U+2CBC0	8	5;2;4;1;3;4;3;2
函	1322	U+51FD	8	5;2;4;1;3;4;5;2
陔	4063	U+9654	8	5;2;4;1;5;3;3;4
限	1323	U+9650	8	5;2;5;1;1;5;3;4
卺	6740	U+537A	8	5;2;5;3;4;1;5;5
乸	6741	U+4E78	8	5;2;5;5;5;4;1;4
妹	1324	U+59B9	8	5;3;1;1;1;2;3;4
姑	1325	U+59D1	8	5;3;1;1;2;2;5;1
妭	6742	U+59AD	8	5;3;1;1;3;5;4;4
妲	4064	U+59B2	8	5;3;1;2;5;1;1;1
姐	1326	U+59D0	8	5;3;1;2;5;1;1;1
妯	4065	U+59AF	8	5;3;1;2;5;1;2;1
姓	1327	U+59D3	8	5;3;1;3;1;1;2;1
姈	6743	U+59C8	8	5;3;1;3;4;4;5;4
姗	4066	U+59D7	8	5;3;1;3;5;3;5;1
妮	1328	U+59AE	8	5;3;1;5;1;3;3;5
𫰛	6744	U+2BC1B	8	5;3;1;5;4;1;2;1
始	1329	U+59CB	8	5;3;1;5;4;2;5;1
帑	4067	U+5E11	8	5;3;1;5;4;2;5;2
弩	4068	U+5F29	8	5;3;1;5;4;5;1;5
孥	4069	U+5B65	8	5;3;1;5;4;5;2;1
驽	4070	U+9A7D	8	5;3;1;5;4;5;5;1
姆	1330	U+59C6	8	5;3;1;5;5;4;1;4
虱	4071	U+8671	8	5;3;2;5;1;2;1;4
迢	1331	U+8FE2	8	5;3;2;5;1;4;5;4
迦	4072	U+8FE6	8	5;3;2;5;1;4;5;4
驾	1332	U+9A7E	8	5;3;2;5;1;5;5;1
迳	6745	U+8FF3	8	5;4;1;2;1;4;5;4
叁	1333	U+53C1	8	5;4;1;3;4;1;1;1
参	1334	U+53C2	8	5;4;1;3;4;3;3;3
迨	4073	U+8FE8	8	5;4;2;5;1;4;5;4
艰	1335	U+8270	8	5;4;5;1;1;5;3;4
叕	6746	U+53D5	8	5;4;5;4;5;4;5;4
线	1336	U+7EBF	8	5;5;1;1;1;5;3;4
绀	4074	U+7EC0	8	5;5;1;1;2;2;1;1
绁	4075	U+7EC1	8	5;5;1;1;2;2;1;5
𬳵	6747	U+2CCF5	8	5;5;1;1;3;2;4;1
绂	4076	U+7EC2	8	5;5;1;1;3;5;4;4
练	1337	U+7EC3	8	5;5;1;1;5;5;3;4
驵	6748	U+9A75	8	5;5;1;2;5;1;1;1
组	1338	U+7EC4	8	5;5;1;2;5;1;1;1
绅	1339	U+7EC5	8	5;5;1;2;5;1;1;2
细	1340	U+7EC6	8	5;5;1;2;5;1;2;1
驶	1341	U+9A76	8	5;5;1;2;5;1;3;4
织	1342	U+7EC7	8	5;5;1;2;5;1;3;4
𬳶	6749	U+2CCF6	8	5;5;1;2;5;2;5;1
䌹	6750	U+4339	8	5;5;1;2;5;2;5;1
驷	4077	U+9A77	8	5;5;1;2;5;3;5;1
驸	4078	U+9A78	8	5;5;1;3;2;1;2;4
驹	1343	U+9A79	8	5;5;1;3;5;2;5;1
终	1344	U+7EC8	8	5;5;1;3;5;4;4;4
驺	6751	U+9A7A	8	5;5;1;3;5;5;1;1
绉	4079	U+7EC9	8	5;5;1;3;5;5;1;1
驻	1345	U+9A7B	8	5;5;1;4;1;1;2;1
𫠊	6752	U+2B80A	8	5;5;1;4;1;5;5;4
绊	1346	U+7ECA	8	5;5;1;4;3;1;1;2
驼	1347	U+9A7C	8	5;5;1;4;4;5;3;5
绋	6753	U+7ECB	8	5;5;1;5;1;5;3;2
绌	4080	U+7ECC	8	5;5;1;5;2;2;5;2
绍	1348	U+7ECD	8	5;5;1;5;3;2;5;1
驿	4081	U+9A7F	8	5;5;1;5;4;1;1;2
绎	1349	U+7ECE	8	5;5;1;5;4;1;1;2
经	1350	U+7ECF	8	5;5;1;5;4;1;2;1
骀	4082	U+9A80	8	5;5;1;5;4;2;5;1
绐	6754	U+7ED0	8	5;5;1;5;4;2;5;1
贯	1351	U+8D2F	8	5;5;2;1;2;5;3;4
甾	4083	U+753E	8	5;5;5;2;5;1;2;1
砉	6755	U+7809	9	1;1;1;2;1;3;2;5;1
耔	6756	U+8014	9	1;1;1;2;3;4;5;2;1
契	1352	U+5951	9	1;1;1;2;5;3;1;3;4
贰	1353	U+8D30	9	1;1;1;2;5;3;4;5;4
㛃	6757	U+36C3	9	1;1;1;2;5;3;5;3;1
奏	1354	U+594F	9	1;1;1;3;4;1;1;3;4
春	1355	U+6625	9	1;1;1;3;4;2;5;1;1
帮	1356	U+5E2E	9	1;1;1;3;5;2;2;5;2
珏	4084	U+73CF	9	1;1;2;1;1;1;2;1;4
珐	4085	U+73D0	9	1;1;2;1;1;2;1;5;4
珂	4086	U+73C2	9	1;1;2;1;1;2;5;1;2
珑	4087	U+73D1	9	1;1;2;1;1;3;5;3;4
玶	6758	U+73B6	9	1;1;2;1;1;4;3;1;2
玷	1357	U+73B7	9	1;1;2;1;2;1;2;5;1
珇	6759	U+73C7	9	1;1;2;1;2;5;1;1;1
珅	6760	U+73C5	9	1;1;2;1;2;5;1;1;2
玳	4088	U+73B3	9	1;1;2;1;3;2;1;5;4
珀	4089	U+73C0	9	1;1;2;1;3;2;5;1;1
顸	4090	U+9878	9	1;1;2;1;3;2;5;3;4
珍	1358	U+73CD	9	1;1;2;1;3;4;3;3;3
玲	1359	U+73B2	9	1;1;2;1;3;4;4;5;4
𬍛	6761	U+2C35B	9	1;1;2;1;3;5;2;3;4
珊	1360	U+73CA	9	1;1;2;1;3;5;3;5;1
珋	6762	U+73CB	9	1;1;2;1;3;5;3;5;2
玹	6763	U+73B9	9	1;1;2;1;4;1;5;5;4
珌	6764	U+73CC	9	1;1;2;1;4;5;4;3;4
珉	4091	U+73C9	9	1;1;2;1;5;1;5;1;5
玿	6765	U+73BF	9	1;1;2;1;5;3;2;5;1
珈	4092	U+73C8	9	1;1;2;1;5;3;2;5;1
玻	1361	U+73BB	9	1;1;2;1;5;3;2;5;4
毒	1362	U+6BD2	9	1;1;2;1;5;5;4;1;4
型	1363	U+578B	9	1;1;3;2;2;2;1;2;1
韨	6766	U+97E8	9	1;1;5;2;1;3;5;4;4
拭	1364	U+62ED	9	1;2;1;1;1;2;1;5;4
垚	6767	U+579A	9	1;2;1;1;2;1;1;2;1
挂	1365	U+6302	9	1;2;1;1;2;1;1;2;1
封	1366	U+5C01	9	1;2;1;1;2;1;1;2;4
持	1367	U+6301	9	1;2;1;1;2;1;1;2;4
拮	4093	U+62EE	9	1;2;1;1;2;1;2;5;1
拷	1368	U+62F7	9	1;2;1;1;2;1;3;1;5
拱	1369	U+62F1	9	1;2;1;1;2;2;1;3;4
垭	4094	U+57AD	9	1;2;1;1;2;2;4;3;1
挝	4095	U+631D	9	1;2;1;1;2;4;4;5;4
垣	4096	U+57A3	9	1;2;1;1;2;5;1;1;1
项	1370	U+9879	9	1;2;1;1;3;2;5;3;4
垮	1371	U+57AE	9	1;2;1;1;3;4;1;1;5
挎	1372	U+630E	9	1;2;1;1;3;4;1;1;5
垯	6768	U+57AF	9	1;2;1;1;3;4;4;5;4
挞	4097	U+631E	9	1;2;1;1;3;4;4;5;4
城	1373	U+57CE	9	1;2;1;1;3;5;5;3;4
挟	1374	U+631F	9	1;2;1;1;4;3;1;3;4
挠	1375	U+6320	9	1;2;1;1;5;3;1;3;5
垤	4098	U+57A4	9	1;2;1;1;5;4;1;2;1
政	1376	U+653F	9	1;2;1;2;1;3;1;3;4
赴	1377	U+8D74	9	1;2;1;2;1;3;4;2;4
赵	1378	U+8D75	9	1;2;1;2;1;3;4;3;4
赳	4099	U+8D73	9	1;2;1;2;1;3;4;5;2
贲	4100	U+8D32	9	1;2;1;2;2;2;5;3;4
垙	6769	U+5799	9	1;2;1;2;4;3;1;3;5
垱	4101	U+57B1	9	1;2;1;2;4;3;5;1;1
挡	1379	U+6321	9	1;2;1;2;4;3;5;1;1
拽	1380	U+62FD	9	1;2;1;2;5;1;1;5;3
垌	4102	U+578C	9	1;2;1;2;5;1;2;5;1
哉	1381	U+54C9	9	1;2;1;2;5;1;5;3;4
垲	6770	U+57B2	9	1;2;1;2;5;2;5;1;5
挺	1382	U+633A	9	1;2;1;3;1;2;1;5;4
括	1383	U+62EC	9	1;2;1;3;1;2;2;5;1
埏	6771	U+57CF	9	1;2;1;3;2;1;5;5;4
郝	4103	U+90DD	9	1;2;1;3;2;3;4;5;2
垍	6772	U+578D	9	1;2;1;3;2;5;1;1;1
垧	4104	U+57A7	9	1;2;1;3;2;5;2;5;1
垢	1384	U+57A2	9	1;2;1;3;3;1;2;5;1
耇	6773	U+8007	9	1;2;1;3;3;5;2;5;1
拴	1385	U+62F4	9	1;2;1;3;4;1;1;2;1
拾	1386	U+62FE	9	1;2;1;3;4;1;2;5;1
挑	1387	U+6311	9	1;2;1;3;4;1;5;3;4
垛	1388	U+579B	9	1;2;1;3;5;1;2;3;4
指	1389	U+6307	9	1;2;1;3;5;2;5;1;1
垫	1390	U+57AB	9	1;2;1;3;5;4;1;2;1
鿍	6774	U+9FCD	9	1;2;1;3;5;4;1;5;2
垎	6775	U+578E	9	1;2;1;3;5;4;2;5;1
挣	1391	U+6323	9	1;2;1;3;5;5;1;1;2
挤	1392	U+6324	9	1;2;1;4;1;3;4;3;2
垴	6776	U+57B4	9	1;2;1;4;1;3;4;5;2
垓	4105	U+5793	9	1;2;1;4;1;5;3;3;4
垟	6777	U+579F	9	1;2;1;4;3;1;1;1;2
拼	1393	U+62FC	9	1;2;1;4;3;1;1;3;2
垞	6778	U+579E	9	1;2;1;4;4;5;3;1;5
挓	6779	U+6313	9	1;2;1;4;4;5;3;1;5
挖	1394	U+6316	9	1;2;1;4;4;5;3;4;5
垵	6780	U+57B5	9	1;2;1;4;4;5;5;3;1
按	1395	U+6309	9	1;2;1;4;4;5;5;3;1
挥	1396	U+6325	9	1;2;1;4;5;1;5;1;2
垏	6781	U+578F	9	1;2;1;5;1;1;1;1;2
挦	4106	U+6326	9	1;2;1;5;1;1;1;2;4
挪	1397	U+632A	9	1;2;1;5;1;1;3;5;2
垠	4107	U+57A0	9	1;2;1;5;1;1;5;3;4
拯	1398	U+62EF	9	1;2;1;5;2;5;3;4;1
拶	6782	U+62F6	9	1;2;1;5;5;5;3;5;4
某	1399	U+67D0	9	1;2;2;1;1;1;2;3;4
甚	1400	U+751A	9	1;2;2;1;1;1;3;4;5
荆	1401	U+8346	9	1;2;2;1;1;3;2;2;2
荖	6783	U+8356	9	1;2;2;1;2;1;3;3;5
茸	1402	U+8338	9	1;2;2;1;2;2;1;1;1
荁	6784	U+8341	9	1;2;2;1;2;5;1;1;1
革	1403	U+9769	9	1;2;2;1;2;5;1;1;2
茜	4108	U+831C	9	1;2;2;1;2;5;3;5;1
茬	1404	U+832C	9	1;2;2;1;3;2;1;2;1
荐	1405	U+8350	9	1;2;2;1;3;2;5;2;1
荙	6785	U+8359	9	1;2;2;1;3;4;4;5;4
巷	1406	U+5DF7	9	1;2;2;1;3;4;5;1;5
荚	4109	U+835A	9	1;2;2;1;4;3;1;3;4
荑	4110	U+8351	9	1;2;2;1;5;1;5;3;4
贳	4111	U+8D33	9	1;2;2;1;5;2;5;3;4
荛	6786	U+835B	9	1;2;2;1;5;3;1;3;5
荜	4112	U+835C	9	1;2;2;1;5;3;5;1;2
茈	6787	U+8308	9	1;2;2;2;1;2;1;3;5
带	1407	U+5E26	9	1;2;2;2;4;5;2;5;2
草	1408	U+8349	9	1;2;2;2;5;1;1;1;2
茧	1409	U+8327	9	1;2;2;2;5;1;2;1;4
莒	4113	U+8392	9	1;2;2;2;5;1;2;5;1
茼	4114	U+833C	9	1;2;2;2;5;1;2;5;1
茵	1410	U+8335	9	1;2;2;2;5;1;3;4;1
茴	4115	U+8334	9	1;2;2;2;5;2;5;1;1
茱	4116	U+8331	9	1;2;2;3;1;1;2;3;4
莛	4117	U+839B	9	1;2;2;3;1;2;1;5;4
荞	4118	U+835E	9	1;2;2;3;1;3;4;3;2
茯	4119	U+832F	9	1;2;2;3;2;1;3;4;4
茽	6788	U+833D	9	1;2;2;3;2;2;5;1;2
荏	4120	U+834F	9	1;2;2;3;2;3;1;2;1
荇	4121	U+8347	9	1;2;2;3;3;2;1;1;2
荃	4122	U+8343	9	1;2;2;3;4;1;1;2;1
荟	4123	U+835F	9	1;2;2;3;4;1;1;5;4
茶	1411	U+8336	9	1;2;2;3;4;1;2;3;4
荀	4124	U+8340	9	1;2;2;3;5;2;5;1;1
茗	4125	U+8317	9	1;2;2;3;5;4;2;5;1
荠	4126	U+8360	9	1;2;2;4;1;3;4;3;2
茭	4127	U+832D	9	1;2;2;4;1;3;4;3;4
茨	4128	U+8328	9	1;2;2;4;1;3;5;3;4
荒	1412	U+8352	9	1;2;2;4;1;5;3;2;5
荄	6789	U+8344	9	1;2;2;4;1;5;3;3;4
茺	6790	U+833A	9	1;2;2;4;1;5;4;3;5
𬜬	6791	U+2C72C	9	1;2;2;4;2;5;2;5;1
垩	4129	U+57A9	9	1;2;2;4;3;1;1;2;1
荓	6792	U+8353	9	1;2;2;4;3;1;1;3;2
茳	6793	U+8333	9	1;2;2;4;4;1;1;2;1
茫	1413	U+832B	9	1;2;2;4;4;1;4;1;5
荡	1414	U+8361	9	1;2;2;4;4;1;5;3;3
荣	1415	U+8363	9	1;2;2;4;5;1;2;3;4
荤	1416	U+8364	9	1;2;2;4;5;1;5;1;2
荥	4130	U+8365	9	1;2;2;4;5;2;5;3;4
荦	4131	U+8366	9	1;2;2;4;5;3;1;1;2
荧	1417	U+8367	9	1;2;2;4;5;4;3;3;4
荨	4132	U+8368	9	1;2;2;5;1;1;1;2;4
𦰡	6794	U+26C21	9	1;2;2;5;1;1;3;5;2
茛	6795	U+831B	9	1;2;2;5;1;1;5;3;4
故	1418	U+6545	9	1;2;2;5;1;3;1;3;4
荩	4133	U+8369	9	1;2;2;5;1;3;4;4;4
胡	1419	U+80E1	9	1;2;2;5;1;3;5;1;1
剋	4134	U+524B	9	1;2;2;5;1;3;5;2;2
荪	4135	U+836A	9	1;2;2;5;2;1;2;3;4
荫	1420	U+836B	9	1;2;2;5;2;3;5;1;1
茹	4136	U+8339	9	1;2;2;5;3;1;2;5;1
荔	1421	U+8354	9	1;2;2;5;3;5;3;5;3
南	1422	U+5357	9	1;2;2;5;4;3;1;1;2
荬	4137	U+836C	9	1;2;2;5;4;4;1;3;4
荭	6796	U+836D	9	1;2;2;5;5;1;1;2;1
荮	4138	U+836E	9	1;2;2;5;5;1;1;2;4
药	1423	U+836F	9	1;2;2;5;5;1;3;5;4
标	1424	U+6807	9	1;2;3;4;1;1;2;3;4
柰	4139	U+67F0	9	1;2;3;4;1;1;2;3;4
栈	1425	U+6808	9	1;2;3;4;1;1;5;3;4
㭕	6797	U+3B55	9	1;2;3;4;1;2;1;5;4
柑	1426	U+67D1	9	1;2;3;4;1;2;2;1;1
枯	1427	U+67AF	9	1;2;3;4;1;2;2;5;1
栉	4140	U+6809	9	1;2;3;4;1;2;2;5;2
柯	4141	U+67EF	9	1;2;3;4;1;2;5;1;2
柄	1428	U+67C4	9	1;2;3;4;1;2;5;3;4
柘	4142	U+67D8	9	1;2;3;4;1;3;2;5;1
栊	4143	U+680A	9	1;2;3;4;1;3;5;3;4
柩	4144	U+67E9	9	1;2;3;4;1;3;5;4;5
枰	4145	U+67B0	9	1;2;3;4;1;4;3;1;2
栋	1429	U+680B	9	1;2;3;4;1;5;2;3;4
栌	4146	U+680C	9	1;2;3;4;2;1;5;1;3
相	1430	U+76F8	9	1;2;3;4;2;5;1;1;1
查	1431	U+67E5	9	1;2;3;4;2;5;1;1;1
柙	4147	U+67D9	9	1;2;3;4;2;5;1;1;2
枵	4148	U+67B5	9	1;2;3;4;2;5;1;1;5
柚	4149	U+67DA	9	1;2;3;4;2;5;1;2;1
枳	4150	U+67B3	9	1;2;3;4;2;5;1;3;4
柷	6798	U+67F7	9	1;2;3;4;2;5;1;3;5
柞	4151	U+67DE	9	1;2;3;4;3;1;2;1;1
柏	1432	U+67CF	9	1;2;3;4;3;2;5;1;1
柝	4152	U+67DD	9	1;2;3;4;3;3;1;2;4
栀	4153	U+6800	9	1;2;3;4;3;3;1;5;5
柃	6799	U+67C3	9	1;2;3;4;3;4;4;5;4
柢	4154	U+67E2	9	1;2;3;4;3;5;1;5;4
栎	4155	U+680E	9	1;2;3;4;3;5;2;3;4
枸	4156	U+67B8	9	1;2;3;4;3;5;2;5;1
栅	1433	U+6805	9	1;2;3;4;3;5;3;5;1
柳	1434	U+67F3	9	1;2;3;4;3;5;3;5;2
柊	6800	U+67CA	9	1;2;3;4;3;5;4;4;4
枹	6801	U+67B9	9	1;2;3;4;3;5;5;1;5
柱	1435	U+67F1	9	1;2;3;4;4;1;1;2;1
柿	1436	U+67FF	9	1;2;3;4;4;1;2;5;2
栏	1437	U+680F	9	1;2;3;4;4;3;1;1;1
柈	4157	U+67C8	9	1;2;3;4;4;3;1;1;2
柠	1438	U+67E0	9	1;2;3;4;4;4;5;1;2
柁	4158	U+67C1	9	1;2;3;4;4;4;5;3;5
栐	6802	U+6810	9	1;2;3;4;4;5;5;3;4
柖	6803	U+67D6	9	1;2;3;4;5;3;2;5;1
枷	4159	U+67B7	9	1;2;3;4;5;3;2;5;1
柽	4160	U+67FD	9	1;2;3;4;5;4;1;2;1
树	1439	U+6811	9	1;2;3;4;5;4;1;2;4
勃	1440	U+52C3	9	1;2;4;5;5;2;1;5;3
剌	4161	U+524C	9	1;2;5;1;2;3;4;2;2
郚	6804	U+90DA	9	1;2;5;1;2;5;1;5;2
剅	6805	U+5245	9	1;2;5;1;4;3;1;2;2
要	1441	U+8981	9	1;2;5;2;2;1;5;3;1
䴓	6806	U+4D13	9	1;2;5;2;3;5;4;5;1
酊	4162	U+914A	9	1;2;5;3;5;1;1;1;2
迺	6807	U+8FFA	9	1;2;5;3;5;1;4;5;4
郦	4163	U+90E6	9	1;2;5;4;2;5;4;5;2
柬	1442	U+67EC	9	1;2;5;4;3;1;2;3;4
咸	1443	U+54B8	9	1;3;1;2;5;1;5;3;4
厖	6808	U+5396	9	1;3;1;3;5;3;3;3;4
威	1444	U+5A01	9	1;3;1;5;3;1;5;3;4
歪	1445	U+6B6A	9	1;3;2;4;1;2;1;2;1
甭	4164	U+752D	9	1;3;2;4;3;5;1;1;2
研	1446	U+7814	9	1;3;2;5;1;1;1;3;2
砆	6809	U+7806	9	1;3;2;5;1;1;1;3;4
砖	1447	U+7816	9	1;3;2;5;1;1;1;5;4
厘	1448	U+5398	9	1;3;2;5;1;1;2;1;1
砗	4165	U+7817	9	1;3;2;5;1;1;5;1;2
厚	1449	U+539A	9	1;3;2;5;1;1;5;2;1
砑	6810	U+7811	9	1;3;2;5;1;1;5;2;3
砘	4166	U+7818	9	1;3;2;5;1;1;5;2;5
砒	4167	U+7812	9	1;3;2;5;1;1;5;3;5
砌	1450	U+780C	9	1;3;2;5;1;1;5;5;3
砂	1451	U+7802	9	1;3;2;5;1;2;3;4;3
泵	1452	U+6CF5	9	1;3;2;5;1;2;5;3;4
砚	1453	U+781A	9	1;3;2;5;1;2;5;3;5
斫	4168	U+65AB	9	1;3;2;5;1;3;3;1;2
砭	4169	U+782D	9	1;3;2;5;1;3;4;5;4
砍	1454	U+780D	9	1;3;2;5;1;3;5;3;4
砜	4170	U+781C	9	1;3;2;5;1;3;5;3;4
砄	6811	U+7804	9	1;3;2;5;1;5;1;3;4
面	1455	U+9762	9	1;3;2;5;2;2;1;1;1
耐	1456	U+8010	9	1;3;2;5;2;2;1;2;4
耏	6812	U+800F	9	1;3;2;5;2;2;3;3;3
耍	1457	U+800D	9	1;3;2;5;2;2;5;3;1
奎	4171	U+594E	9	1;3;4;1;2;1;1;2;1
耷	4172	U+8037	9	1;3;4;1;2;2;1;1;1
奓	6813	U+5953	9	1;3;4;3;5;4;3;5;4
牵	1458	U+7275	9	1;3;4;4;5;3;1;1;2
鸥	1459	U+9E25	9	1;3;4;5;3;5;4;5;1
虺	4173	U+867A	9	1;3;5;2;5;1;2;1;4
䶮	6814	U+4DAE	9	1;3;5;3;4;1;1;3;4
残	1460	U+6B8B	9	1;3;5;4;1;1;5;3;4
殂	4174	U+6B82	9	1;3;5;4;2;5;1;1;1
殃	1461	U+6B83	9	1;3;5;4;2;5;1;3;4
殇	4175	U+6B87	9	1;3;5;4;3;1;5;3;3
殄	4176	U+6B84	9	1;3;5;4;3;4;3;3;3
殆	4177	U+6B86	9	1;3;5;4;5;4;2;5;1
轱	4178	U+8F71	9	1;5;2;1;1;2;2;5;1
轲	4179	U+8F72	9	1;5;2;1;1;2;5;1;2
轳	4180	U+8F73	9	1;5;2;1;2;1;5;1;3
轴	1462	U+8F74	9	1;5;2;1;2;5;1;2;1
轵	6815	U+8F75	9	1;5;2;1;2;5;1;3;4
轶	4181	U+8F76	9	1;5;2;1;3;1;1;3;4
轷	6816	U+8F77	9	1;5;2;1;3;4;3;1;2
